app_id,date,is_recommended,hours,user_id
1850570,2022-10-14,True,81.6,3115469
410900,2018-06-11,False,6.2,7295863
606880,2020-04-06,True,31.8,5220633
203140,2020-07-08,False,2.4,8916757
847370,2020-12-31,True,32.0,8752823
10,2018-11-24,True,40.8,6351432
326460,2018-06-27,True,3.2,5930918
1473480,2022-08-25,True,1.5,5767007
7940,2020-04-05,True,1.8,7826877
719040,2020-09-23,True,45.9,11427991
557340,2019-06-23,True,5.0,7322188
629760,2019-07-23,False,2.9,6827079
1061090,2020-11-30,True,11.2,7646593
489520,2019-07-12,True,18.2,12755382
8980,2014-09-14,True,40.1,5181887
403640,2022-06-30,True,29.6,13425435
1238860,2022-01-10,True,22.8,201622
200510,2015-12-24,True,45.7,13189760
200510,2013-08-07,True,37.1,12196996
219150,2017-05-16,True,20.6,2915697
489520,2018-01-06,True,16.4,9686653
750920,2020-06-27,True,30.8,7027558
319630,2018-02-28,True,11.2,8363204
629760,2019-05-12,True,94.0,14263400
56400,2018-01-16,True,156.2,12069681
641320,2022-10-06,True,4.4,7324802
413420,2021-02-05,True,35.3,858662
8980,2020-12-07,True,1.4,1988901
8980,2013-03-30,True,25.4,11960565
644930,2020-07-06,False,14.3,7686541
979690,2021-08-26,True,15.6,11298612
200510,2016-04-01,True,16.2,402435
413420,2020-06-19,True,34.5,9612514
1475810,2022-05-09,True,8.2,12195793
979690,2021-08-02,True,5.4,13223723
6060,2014-06-24,True,25.3,8572955
644930,2017-12-12,True,52.6,11622072
8980,2017-07-03,True,101.3,181758
1475810,2022-06-30,True,2.6,498341
1475810,2022-05-21,True,13.6,5105853
200510,2016-08-17,True,37.4,824731
641320,2019-06-29,False,1.8,6718853
1475810,2022-12-10,False,15.0,11341225
629760,2020-05-05,False,39.7,3532161
56400,2011-12-01,True,59.0,6752886
8980,2016-01-09,True,2.2,402435
246900,2022-12-19,True,23.3,8125286
8980,2012-07-21,True,91.2,498341
1490890,2021-10-15,True,6.3,4599685
644930,2021-07-12,False,9.1,5322789
6060,2014-08-10,True,15.5,3329694
56400,2014-03-01,True,270.4,2205966
1475810,2022-05-12,False,0.7,12257173
413420,2022-07-29,True,29.6,6598069
644930,2019-06-29,True,148.8,7175784
246900,2019-09-21,True,176.7,10156470
246900,2020-03-10,True,15.7,12278233
644930,2019-08-11,False,15.8,7438836
363890,2021-11-05,True,96.3,8598013
644930,2022-04-05,True,14.7,11526510
979690,2021-08-02,True,32.9,11953255
979690,2021-11-14,True,5.8,14263400
6060,2013-05-22,True,148.2,1426343
629760,2020-03-31,True,245.6,10078972
644930,2019-06-29,True,97.1,13119849
979690,2021-08-04,False,1.1,12525897
413420,2022-11-28,True,34.0,6212210
413420,2021-01-21,True,51.2,13409277
6060,2017-10-03,True,2.0,10288263
6060,2016-05-08,True,35.0,4996965
246900,2014-10-27,True,73.6,11272566
1475810,2022-06-24,True,18.3,3378422
413420,2020-05-30,True,78.2,6913827
1475810,2022-04-02,True,25.2,4507387
1475810,2022-11-23,True,17.4,7461967
363890,2018-02-15,True,111.2,8980727
246900,2020-04-03,True,167.5,6725576
413420,2018-06-05,True,76.1,5606014
1475810,2022-08-08,True,9.6,7661383
641320,2021-08-21,True,19.0,12857493
979690,2021-09-25,True,22.5,11576827
6060,2015-04-29,True,10.7,3311735
246900,2015-12-17,True,147.9,12074100
979690,2021-08-07,True,33.0,11244869
979690,2021-08-07,True,16.3,5105853
6060,2016-12-30,True,349.4,8701516
246900,2014-10-26,True,12.1,11785407
638230,2021-05-27,True,1.9,9526331
413420,2020-12-16,True,85.8,8982358
644930,2018-03-30,True,52.7,10957994
638230,2021-08-05,False,2.3,5804601
413420,2020-07-07,True,80.4,7720545
6060,2015-12-23,True,7.0,13942304
1961460,2022-12-12,True,0.6,2326281
6060,2020-01-01,True,161.1,6521151
413420,2020-07-09,True,49.3,6043868
246900,2021-07-01,True,10.2,8982358
979690,2021-08-28,True,35.0,5413380
979690,2021-07-31,True,2.6,11227055
200510,2013-01-28,True,82.3,11415445
644930,2019-11-29,True,8.1,11286985
644930,2022-11-26,False,154.6,11535308
200510,2022-07-30,True,39.0,5782536
200510,2015-06-27,False,46.7,10027779
979690,2021-12-28,False,5.8,4231488
644930,2019-12-28,False,139.8,11298612
413420,2022-03-02,True,50.6,2630661
979690,2021-09-09,False,36.6,10483696
200510,2018-07-21,True,86.2,4356675
1954200,2022-10-01,True,15.3,498341
413420,2021-11-27,True,53.2,13175079
644930,2017-12-17,False,27.3,11452754
644930,2019-03-16,True,335.7,3700923
638230,2020-06-12,True,1.8,4135066
6060,2019-10-17,True,6.6,4356675
6060,2017-11-27,True,55.9,9568238
246900,2018-04-30,True,144.7,9957015
1954200,2022-10-03,True,17.6,13697822
638230,2021-09-11,True,7.6,8725475
246900,2014-04-12,True,35.9,3194426
4500,2011-07-02,True,8.3,9077632
638230,2020-11-18,True,3.4,1988901
246900,2018-02-27,True,42.5,7656997
1954200,2022-11-07,False,14.2,11341225
644930,2018-02-04,True,16.9,10359770
200510,2015-02-17,True,179.7,3945857
246900,2015-02-13,True,121.5,4950896
979690,2022-08-22,True,22.8,6733336
4500,2018-07-28,True,5.3,6627309
1059990,2022-10-26,False,0.7,3137098
412830,2018-09-14,True,60.4,7994115
200510,2013-11-04,True,119.7,11914973
641990,2022-04-16,False,3.4,6864573
412830,2018-05-22,True,48.2,4888802
979690,2021-08-04,True,36.6,12197584
246900,2022-07-03,True,23.8,804504
1059990,2022-12-25,True,12.9,7027605
979690,2021-07-29,True,66.4,12257173
638230,2020-06-14,True,8.0,5276453
246900,2017-11-05,True,18.7,7103252
4500,2016-10-20,True,35.1,88609
413420,2019-05-05,True,30.1,5344255
979690,2021-08-08,True,26.5,7461967
413420,2022-07-09,True,53.4,2872363
464920,2020-04-21,True,28.6,174489
246900,2014-04-07,True,14.8,7394858
4500,2013-09-28,True,34.2,7815690
979690,2021-11-25,True,15.6,11424093
638230,2020-06-12,True,1.8,2612520
246900,2021-12-27,True,5.7,11837622
824270,2021-12-18,True,121.8,5908630
412830,2019-03-23,True,34.2,5606014
979690,2022-02-04,False,28.6,9605187
638230,2021-05-20,True,1.5,8261823
641990,2021-02-21,True,23.5,1475906
200510,2017-01-04,True,30.1,488528
979690,2021-11-27,True,26.5,11678674
641990,2020-12-28,True,22.7,11643760
464920,2021-01-13,True,52.2,12193464
413420,2021-04-20,True,78.3,13791565
641990,2022-04-30,True,5.3,13086492
464920,2022-07-17,True,30.3,11630439
464920,2021-06-11,True,0.3,1988901
413420,2019-04-29,True,40.7,1503092
4500,2018-01-17,True,13.8,6998648
412830,2016-11-22,True,10.7,5233268
246900,2020-06-20,True,33.5,4528663
638230,2020-09-25,True,1.9,4888802
641990,2017-08-21,True,12.6,4815522
4500,2020-12-09,True,29.8,4582157
638230,2022-07-03,False,0.4,498341
644930,2019-12-02,False,13.7,7587189
4500,2022-01-16,True,30.4,5034260
638230,2021-07-13,True,14.4,4077636
464920,2021-08-24,True,46.0,4356675
413420,2021-10-08,True,57.3,9379713
246900,2022-07-08,True,1.3,1890682
464920,2019-05-29,True,186.4,10861063
638230,2020-06-20,True,1.6,11758085
200510,2013-08-12,True,29.4,9205392
638230,2022-05-22,True,2.0,3295905
824270,2019-03-05,True,19.7,6770407
972660,2022-05-11,True,24.5,5035126
972660,2020-08-21,True,62.9,12072203
4500,2016-06-24,True,52.2,5033371
824270,2021-07-19,True,4.1,8563876
637650,2020-01-03,True,45.1,9509026
644930,2018-08-07,True,79.7,11790537
972660,2022-12-23,True,22.4,5881688
4500,2019-08-14,True,22.0,5938026
631510,2021-05-04,True,5.6,4230435
631510,2021-05-13,True,43.9,11825169
631510,2020-11-26,True,28.9,7123131
972660,2020-12-28,True,18.9,1988901
638230,2020-07-19,True,3.1,6701620
4500,2019-06-08,True,38.4,8986990
631510,2022-07-04,True,128.7,13282359
631510,2021-08-10,True,10.7,1988901
631510,2019-12-31,True,47.8,5938026
464920,2021-06-19,True,15.8,5702788
637650,2019-03-05,True,56.1,7163872
200510,2015-12-19,True,184.2,12138162
4500,2018-12-30,True,0.3,5110217
464920,2021-02-27,False,47.4,9205392
464920,2021-09-30,True,9.1,9232830
4500,2020-04-09,True,52.4,7768578
4500,2020-11-17,True,77.3,9764237
972660,2021-12-27,True,32.9,6398066
637650,2018-11-24,True,15.0,5938026
1113000,2022-12-27,True,8.0,1533006
972660,2020-11-25,True,30.7,11201522
637650,2020-01-02,False,3.8,7563629
631510,2021-03-24,True,53.0,8400346
824270,2020-09-12,True,4.0,8563630
631510,2021-02-12,True,5.9,13223723
972660,2020-08-22,True,2.5,12257173
637650,2019-06-25,True,90.8,12579018
200510,2013-07-21,True,44.1,12014212
4500,2021-02-07,True,18.7,146829
631510,2021-03-02,True,25.7,2630661
824270,2022-12-08,True,26.0,7027605
631510,2022-09-25,True,12.8,2872363
631510,2022-06-28,True,18.8,14190412
637650,2018-03-07,True,28.5,5786772
637650,2018-07-13,True,74.8,7103252
631510,2018-11-21,True,6.6,13634646
4500,2016-12-24,True,27.2,3056153
631510,2019-03-26,True,23.5,5233268
631510,2022-09-28,True,22.6,5120160
631510,2018-07-07,False,3.4,4888802
631510,2018-03-14,True,46.3,11755658
464920,2022-10-18,False,72.1,5799888
4500,2013-04-17,True,8.8,12548461
464920,2022-04-25,True,71.7,6848148
464920,2019-05-19,True,15.7,7721384
824270,2021-09-24,True,4.1,12629091
824270,2019-04-03,True,3.1,4599685
410900,2021-02-16,True,42.8,5426154
1533420,2022-06-16,True,6.5,13223723
1574580,2022-11-25,True,5.2,11601869
1113000,2020-11-30,True,116.9,11825169
1113000,2021-03-15,True,113.7,855083
464920,2021-05-06,False,7.0,7529227
4500,2022-01-01,True,24.7,11102886
1574580,2022-06-01,True,9.5,11654561
1533420,2022-09-17,True,9.1,6570015
464920,2019-12-21,True,403.1,11353412
714120,2022-07-24,True,4.0,4382023
200510,2015-06-28,True,80.4,750565
464920,2021-07-01,True,7.8,1985356
1574580,2022-03-17,True,12.0,9605187
1574580,2022-05-15,True,3.8,7175784
1533420,2022-06-29,True,24.4,11601869
1113000,2020-09-16,True,167.2,12279487
464920,2021-06-11,True,0.1,13756726
1533420,2022-11-26,True,22.4,1467520
240720,2021-06-29,True,26.6,12276164
1533420,2022-11-04,True,18.6,11948313
1533420,2022-06-23,True,9.7,11287445
410900,2018-06-19,False,24.3,11610658
714120,2019-10-07,True,2.9,3532161
1533420,2022-07-05,True,25.2,13119849
4500,2015-07-13,True,13.6,13192305
1574580,2022-10-14,True,2.4,5678014
410900,2022-08-26,True,18.5,476449
824270,2019-12-05,True,43.3,13963767
1113000,2020-06-23,True,80.6,9442734
200510,2012-11-24,True,57.6,7647132
714120,2020-04-08,False,0.6,5276029
410900,2021-03-07,True,2.5,10193269
824270,2021-01-28,True,311.6,10665274
1533420,2022-07-16,True,21.7,5423919
1533420,2022-11-27,True,5.0,6829073
961200,2022-12-10,False,2.0,11527374
1574580,2022-09-04,True,3.6,7503815
824270,2022-07-15,True,22.1,5423919
1533420,2022-06-24,True,37.3,6218967
1533420,2022-07-01,True,44.7,12030018
200510,2020-05-03,True,153.2,7460580
200510,2012-10-24,True,75.0,7806155
714120,2021-01-27,True,2.9,8260558
200510,2014-01-11,True,173.3,1426343
383150,2022-09-01,True,18.0,12501573
383150,2018-10-26,True,9.4,1988901
410900,2018-07-01,True,7.4,5852245
410900,2020-04-19,True,28.9,9444002
4500,2020-07-24,True,3.2,12635402
1574580,2022-12-16,True,8.1,9526331
200510,2013-12-11,True,57.6,11671827
1533420,2022-07-21,True,27.9,4882931
567640,2021-04-20,True,74.3,13791565
464920,2020-11-21,True,214.1,11384283
1533420,2022-06-25,True,13.4,6598069
200510,2015-07-02,True,21.7,6889232
383150,2017-11-27,True,32.5,10543407
567640,2017-11-22,True,54.3,11907339
1533420,2022-06-26,True,36.8,4176663
200510,2020-05-04,True,62.0,4996991
1533420,2022-11-22,True,22.6,4986938
824270,2022-12-12,False,1.3,3397289
383150,2020-04-12,True,51.7,5563767
383150,2022-11-04,True,12.7,13086492
200510,2014-10-18,False,0.5,2937543
1113000,2022-08-15,True,122.7,1677020
740130,2022-04-04,True,105.5,2522406
1113000,2021-06-02,True,132.3,4294455
1113000,2020-06-24,True,73.4,13223723
1533420,2022-12-30,True,24.5,11221813
464920,2022-03-30,True,100.7,2731404
204100,2015-04-03,True,106.0,11233260
204100,2020-01-11,True,17.6,5563767
383150,2021-04-16,True,16.2,12724296
200510,2012-12-04,True,74.0,10844338
204100,2013-11-06,True,10.3,12548461
1113000,2020-06-21,True,101.0,9401968
567640,2019-05-25,True,59.6,1503092
383150,2022-07-06,True,6.9,7354625
231430,2022-01-14,True,57.9,13335302
231430,2013-07-06,True,590.6,824731
1533420,2022-07-20,True,62.2,12145689
231430,2017-10-03,True,4.5,5938143
567640,2020-11-09,True,65.9,6913827
231430,2015-03-29,True,699.2,3700923
231430,2013-11-26,True,525.0,2050595
1533420,2022-07-07,True,103.3,11742443
383150,2020-01-11,True,5.2,6891701
231430,2017-12-14,True,1.3,12069681
231430,2015-11-07,True,320.8,11160443
200510,2020-12-17,True,27.7,1436200
383150,2022-09-23,True,83.9,11275765
1113560,2021-04-25,True,9.4,4792416
567640,2020-12-16,True,100.0,8982358
204100,2022-12-28,True,36.2,7408701
1113560,2022-07-08,False,4.8,5413380
383150,2018-09-17,False,21.0,11519579
1113560,2022-11-11,True,40.2,8565641
1382330,2021-02-23,True,44.9,13407569
740130,2021-11-25,True,28.8,11907339
200510,2016-07-09,True,27.6,1433003
1113000,2020-06-14,True,20.1,6598069
231430,2014-01-28,True,91.0,5312746
200510,2017-11-26,True,45.4,6394357
200510,2012-12-29,True,179.8,9583930
204100,2021-08-15,True,10.4,11411714
365360,2020-04-22,False,65.2,1876888
1113560,2021-11-25,True,66.9,13065586
204100,2022-07-03,True,4.0,13223723
740130,2021-11-24,True,83.8,1306720
740130,2021-09-15,False,15.8,5413380
383150,2021-08-17,True,9.9,6217868
740130,2021-12-20,False,51.5,11644446
231430,2021-01-24,True,6.1,7983268
1113560,2021-10-02,True,66.2,8560591
204100,2019-06-30,True,101.1,4946835
567640,2020-12-30,True,39.9,3314586
1113000,2020-11-30,True,77.9,8704460
365360,2018-11-25,True,46.6,13935685
567640,2022-07-27,True,64.1,2872363
740130,2022-01-10,True,109.2,11982699
740130,2022-03-22,True,100.4,9379713
365360,2021-04-09,True,52.7,10359770
740130,2022-05-05,True,27.3,4241612
740130,2022-06-14,True,70.7,6742593
200510,2017-03-03,True,32.4,11675042
567640,2021-07-28,True,51.8,13409277
1113000,2020-11-25,True,5.6,12979990
740130,2021-09-10,True,25.1,14195039
204100,2020-02-07,True,18.0,12358576
204100,2021-12-31,True,7.3,3822916
204100,2014-04-01,False,14.3,11494151
200510,2015-10-17,True,51.3,11889917
1000360,2021-02-16,False,3.1,4231488
200510,2013-09-17,True,116.5,8396650
1113000,2022-07-31,True,90.9,11751474
365360,2020-10-10,True,168.2,10402131
204100,2012-11-24,True,19.1,13931647
1000360,2021-10-19,True,1.4,12257173
365360,2018-01-09,True,9.9,13942304
32470,2020-02-11,True,131.9,12882327
365360,2020-11-28,True,109.1,3894625
204100,2015-01-07,True,31.1,5951914
567640,2021-01-04,True,51.8,2599922
567640,2021-03-02,True,44.7,11825169
567640,2021-10-19,False,59.5,9379713
204100,2020-06-28,True,1.0,7717752
365360,2020-02-24,False,118.6,11298612
365360,2021-03-04,True,62.0,7830682
32470,2022-05-02,True,14.9,8013390
1382330,2021-08-16,True,6.2,12195793
204100,2016-03-14,True,19.6,13189760
200510,2017-02-16,True,72.5,11587630
1113000,2021-06-29,True,63.3,201848
365360,2017-06-26,True,163.0,7934789
1382330,2021-02-22,True,42.0,9401968
1113000,2022-06-27,True,60.1,5881688
32470,2022-04-18,True,188.6,2205966
1213210,2020-06-05,True,17.2,12069032
1113000,2020-10-22,True,32.5,5343970
1213210,2020-07-08,True,31.7,9923995
1382330,2021-11-28,True,128.2,1677020
1382330,2021-05-27,False,83.0,2522406
204100,2013-09-28,True,188.8,7815690
365360,2018-12-07,True,99.7,6868033
1113000,2020-07-03,True,25.7,12366987
32470,2019-09-06,True,30.0,11587630
1119730,2021-09-05,False,0.2,5244449
1113000,2020-10-23,True,90.8,6816781
204100,2019-01-13,True,13.9,667134
1213210,2020-11-06,False,57.5,7587189
200510,2015-07-29,True,81.9,1123356
1213210,2021-06-04,True,13.0,5110073
1113560,2021-05-06,True,42.0,11948313
1113000,2021-04-03,True,83.3,10867627
200510,2013-10-06,True,109.5,13935685
32470,2019-01-12,False,1.6,9171475
1170950,2022-01-25,True,607.7,7438836
204100,2020-09-15,True,9.1,8064541
1382330,2021-02-24,True,1.8,13409277
32470,2020-06-27,True,230.7,6754981
365360,2017-09-30,False,46.8,10394668
204100,2015-01-02,False,7.3,11869673
1113560,2021-05-05,True,35.5,2163756
1213210,2020-06-14,True,15.8,11644446
204100,2016-07-13,True,66.7,11244673
1170950,2022-11-03,True,483.9,14151778
1113560,2022-01-30,True,34.1,2630661
365360,2022-01-20,False,8.5,7529227
204100,2016-01-11,True,12.2,824731
365360,2019-04-26,True,537.7,7008625
1382330,2021-05-30,True,217.7,12529185
1382330,2021-02-22,True,78.5,951793
1213210,2020-06-08,True,65.5,7459465
1113000,2021-06-25,True,51.8,7354625
1113000,2022-09-18,True,85.9,7818979
200510,2013-12-31,True,10.5,11180948
200510,2014-07-11,True,28.1,9171475
1113000,2021-07-24,True,64.1,6829073
1235140,2021-10-21,False,84.9,9033289
1113000,2020-06-13,True,73.7,6376803
365360,2018-01-15,True,46.8,8704460
1113560,2021-04-26,True,9.9,8261823
1113000,2020-12-16,True,224.4,4382023
1213210,2020-06-05,True,115.6,10175753
1213210,2021-01-09,True,3.8,4317767
1235140,2021-01-27,True,94.1,7309786
365360,2021-01-09,True,7.9,10193269
1740720,2022-03-12,False,4.2,4528663
1113560,2021-04-25,True,123.1,11220929
1213210,2020-10-03,True,99.7,11259839
204100,2017-12-04,False,5.3,12069681
204100,2021-03-05,True,53.1,8274049
204100,2020-08-20,True,40.1,10185534
1235140,2020-11-25,True,67.8,13924054
204100,2018-02-17,True,9.7,6521966
200510,2016-01-28,True,42.2,11233260
1740720,2022-03-18,True,12.2,10948880
1113000,2022-11-29,True,91.9,8168229
1113000,2022-03-22,True,98.6,616301
204100,2014-04-19,False,9.7,3318863
365360,2020-05-16,True,376.9,8396650
365360,2021-08-20,False,38.4,11346516
204100,2022-06-11,True,9.1,7084245
204100,2014-07-14,True,31.4,13472738
