app_id,title,description,tags,price_final,date_release,rating,positive_ratio,user_reviews
10,Counter-Strike,Play the world's number 1 online action game. Engage in an incredibly realistic brand of terrorist warfare in this wildly popular team-based game. Ally with teammates to complete strategic missions. Take out enemy sites. Rescue hostages. Your role affects your team's success. Your team's success affects your role.,"[""Action"", ""FPS"", ""Multiplayer"", ""Shooter"", ""Classic"", ""Team-Based"", ""First-Person"", ""Competitive"", ""Tactical"", ""1990's"", ""eSports"", ""PvP"", ""Old School"", ""Military"", ""Strategy"", ""Survival"", ""Score Attack"", ""1980s"", ""Assassin"", ""Nostalgia""]",9.99,2000-11-01,Overwhelmingly Positive,97,136118
203160,Tomb Raider,Tomb Raider explores the intense origin story of Lara Croft and her ascent from a young woman to a hardened survivor.,"[""Adventure"", ""Action"", ""Female Protagonist"", ""Third Person"", ""Singleplayer"", ""Story Rich"", ""Third-Person Shooter"", ""Multiplayer"", ""Exploration"", ""Action-Adventure"", ""Quick-Time Events"", ""Atmospheric"", ""Shooter"", ""Puzzle"", ""Stealth"", ""Cinematic"", ""Platformer"", ""RPG"", ""Reboot"", ""3D Vision""]",2.99,2013-03-04,Overwhelmingly Positive,96,136055
220,Half-Life 2,"1998. HALF-LIFE sends a shock through the game industry with its combination of pounding action and continuous, immersive storytelling. Valve's debut title wins more than 50 game-of-the-year awards on its way to being named ""Best PC Game Ever"" by PC Gamer, and launches a franchise with more than eight million retail units sold worldwide.","[""FPS"", ""Action"", ""Sci-fi"", ""Classic"", ""Singleplayer"", ""Story Rich"", ""Shooter"", ""First-Person"", ""Adventure"", ""Dystopian"", ""Atmospheric"", ""Zombies"", ""Silent Protagonist"", ""Physics"", ""Aliens"", ""Great Soundtrack"", ""Horror"", ""Puzzle"", ""Multiplayer"", ""Moddable""]",9.99,2007-10-10,Overwhelmingly Positive,97,122230
48700,Mount & Blade: Warband,"In a land torn asunder by incessant warfare, it is time to assemble your own band of hardened warriors and enter the fray. Lead your men into battle, expand your realm, and claim the ultimate prize: the throne of Calradia!","[""Medieval"", ""RPG"", ""Open World"", ""Strategy"", ""Sandbox"", ""Multiplayer"", ""Action"", ""Moddable"", ""Military"", ""Adventure"", ""Horses"", ""Singleplayer"", ""Realistic"", ""First-Person"", ""Historical"", ""Third Person"", ""Simulation"", ""Hack and Slash"", ""Fantasy"", ""Indie""]",19.99,2010-03-31,Overwhelmingly Positive,97,118732
301520,Robocraft,"Build insane, fully customisable robot battle vehicles that drive, hover, walk and fly in the free-to-play action game Robocraft. Add weapons from the future and jump in the driving seat as you take your creation into battle against other players online!","[""Free to Play"", ""Robots"", ""Building"", ""Multiplayer"", ""Action"", ""Shooter"", ""PvP"", ""Massively Multiplayer"", ""Sandbox"", ""Crafting"", ""Third-Person Shooter"", ""Sci-fi"", ""Strategy"", ""Simulation"", ""Early Access"", ""Indie"", ""Open World"", ""Funny"", ""Adventure"", ""RPG""]",0.0,2017-08-24,Mostly Positive,72,118488
1832640,Mirror 2: Project X,Enter the parallel worlds enriched by the stories and match-3 games developed using cel-shading techniques powered by Unreal Engine 4. Ponder on your choices because each of them will determine the fate of all.,"[""3D"", ""Match 3"", ""Anime"", ""Female Protagonist"", ""Drama"", ""Visual Novel"", ""Interactive Fiction"", ""Singleplayer"", ""Multiple Endings"", ""RPG"", ""FPS"", ""Casual"", ""Story Rich"", ""FMV"", ""Colorful"", ""Adventure"", ""Early Access"", ""Indie"", ""3D Platformer"", ""Shooter""]",1.99,2022-01-20,Mostly Negative,26,110981
1289310,Helltaker,Helltaker is a short game about sharply dressed demon girls.,"[""Free to Play"", ""Cute"", ""Demons"", ""Puzzle"", ""Indie"", ""Anime"", ""Great Soundtrack"", ""Singleplayer"", ""2D"", ""Short"", ""Sexual Content"", ""Comedy"", ""Difficult"", ""Adventure"", ""Dating Sim"", ""Funny"", ""Hentai"", ""Rhythm"", ""Mature"", ""Visual Novel""]",0.0,2020-05-11,Overwhelmingly Positive,97,110173
677620,Splitgate,"Splitgate is a free-to-play, fast-paced multiplayer shooter that features player-controlled portals. This sci-fi shooter takes the FPS genre to a new dimension with its portal mechanics, delivering high-flying, multi-dimensional combat.","[""Free to Play"", ""FPS"", ""Multiplayer"", ""Arena Shooter"", ""Shooter"", ""Action"", ""Fast-Paced"", ""First-Person"", ""PvP"", ""Competitive"", ""Sci-fi"", ""Indie"", ""Team-Based"", ""eSports"", ""Tactical"", ""Strategy"", ""Online Co-Op"", ""Physics"", ""Co-op"", ""Violent""]",0.0,2019-05-24,Very Positive,91,108046
1057090,Ori and the Will of the Wisps,"Play the critically acclaimed masterpiece. Embark on a new journey in a vast, exotic world where you’ll encounter towering enemies and challenging puzzles on your quest to unravel Ori’s destiny.","[""Beautiful"", ""Metroidvania"", ""Great Soundtrack"", ""Platformer"", ""Action"", ""Singleplayer"", ""Adventure"", ""Atmospheric"", ""Story Rich"", ""Exploration"", ""Cute"", ""Action-Adventure"", ""Puzzle"", ""Emotional"", ""Indie"", ""Difficult"", ""Fantasy"", ""2D"", ""Open World"", ""Souls-like""]",29.99,2020-03-10,Overwhelmingly Positive,96,104440
240,Counter-Strike: Source,Counter-Strike: Source blends Counter-Strike's award-winning teamplay action with the advanced technology of Source™ technology.,"[""Shooter"", ""Action"", ""FPS"", ""Multiplayer"", ""Team-Based"", ""First-Person"", ""Tactical"", ""Competitive"", ""PvP"", ""eSports"", ""Military"", ""War"", ""Strategy"", ""Moddable"", ""Singleplayer"", ""Difficult"", ""Atmospheric"", ""Survival"", ""Simulation"", ""Sandbox""]",9.99,2004-11-01,Overwhelmingly Positive,96,103720
755790,Ring of Elysium,"Escape an astonishing disaster in Ring of Elysium, a battle royale shooter developed by Aurora Studio.","[""Free to Play"", ""Battle Royale"", ""Shooter"", ""Multiplayer"", ""Survival"", ""FPS"", ""Action"", ""Massively Multiplayer"", ""Third-Person Shooter"", ""Early Access"", ""Singleplayer"", ""PvP"", ""Open World"", ""Co-op"", ""3D"", ""Tactical"", ""Violent"", ""Gore"", ""MOBA"", ""First-Person""]",0.0,2019-06-24,Mostly Positive,74,100444
1506830,FIFA 22,"Powered by Football™, EA SPORTS™ FIFA 22 brings the game even closer to the real thing with fundamental gameplay advances and a new season of innovation across every mode.","[""Football (Soccer)"", ""Sports"", ""Multiplayer"", ""Controller"", ""Competitive"", ""Simulation"", ""Local Multiplayer"", ""Singleplayer"", ""Online Co-Op"", ""Local Co-Op"", ""Realistic"", ""PvP"", ""eSports"", ""Family Friendly"", ""Team-Based"", ""Physics"", ""Immersive Sim"", ""Co-op"", ""Cinematic"", ""Sexual Content""]",59.99,2021-09-30,Very Positive,80,95584
391220,Rise of the Tomb Raider™,"Rise of the Tomb Raider: 20 Year Celebration includes the base game and Season Pass featuring all-new content. Explore Croft Manor in the new “Blood Ties” story, then defend it against a zombie invasion in “Lara’s Nightmare”.","[""Adventure"", ""Action"", ""Female Protagonist"", ""Singleplayer"", ""Third Person"", ""Exploration"", ""Open World"", ""Action-Adventure"", ""Story Rich"", ""Survival"", ""Puzzle"", ""Stealth"", ""Atmospheric"", ""Third-Person Shooter"", ""Parkour"", ""Shooter"", ""RPG"", ""Multiplayer"", ""Great Soundtrack"", ""Quick-Time Events""]",5.99,2016-02-09,Very Positive,94,94812
1818750,MultiVersus,"MultiVersus is a free-to-play platform fighter that lets you team up with your friends using some of the most iconic characters including Batman, Shaggy, & more!","[""Multiplayer"", ""2D Fighter"", ""Co-op"", ""Action"", ""Competitive"", ""Beat 'em up"", ""Cartoon"", ""Fantasy"", ""2D Platformer"", ""Free to Play"", ""2D"", ""Colorful"", ""Hand-drawn"", ""Memes"", ""1980s"", ""Superhero"", ""Comic Book"", ""Funny"", ""1990's"", ""Character Customization""]",0.0,2022-07-19,Very Positive,87,92833
1046930,Dota Underlords,"Hire a crew and destroy your rivals in this new strategy battler set in the world of Dota. Introducing Season One: Explore White Spire and earn rewards on the Battle Pass. Pick from several different game modes, play on your own or with friends, and take advantage of crossplay on PC and mobile.","[""Free to Play"", ""Strategy"", ""Casual"", ""Auto Battler"", ""Multiplayer"", ""Tactical"", ""Chess"", ""Turn-Based Tactics"", ""Turn-Based"", ""Mature"", ""Competitive"", ""Fantasy"", ""Card Game"", ""Board Game"", ""Singleplayer"", ""Deckbuilding"", ""Co-op"", ""Automation"", ""PvP"", ""MOBA""]",0.0,2019-06-20,Very Positive,82,89776
714010,Aimlabs,"Aimlabs is the aim trainer of choice for over 30 Million players, from beginners to esports pros. Our unique aim analysis optimizes your gameplay, targets your weaknesses & builds key skills for any FPS game! Time to warm up with our unlimited scenarios & rank up in-game!","[""Free to Play"", ""FPS"", ""Shooter"", ""Simulation"", ""First-Person"", ""Singleplayer"", ""Multiplayer"", ""Action"", ""eSports"", ""Competitive"", ""Casual"", ""Indie"", ""Early Access"", ""Sniper"", ""Adventure"", ""Fast-Paced"", ""Tactical"", ""Difficult"", ""Score Attack"", ""Third-Person Shooter""]",0.0,2023-06-16,Very Positive,93,89133
225540,Just Cause™ 3,"With over 1000 km² of complete freedom from sky to seabed, Rico Rodriguez returns to unleash chaos in the most creative and explosive ways imaginable.","[""Open World"", ""Action"", ""Destruction"", ""Third-Person Shooter"", ""Multiplayer"", ""Singleplayer"", ""Adventure"", ""Shooter"", ""Sandbox"", ""Third Person"", ""Exploration"", ""Physics"", ""Funny"", ""Atmospheric"", ""Parkour"", ""Co-op"", ""Comedy"", ""Great Soundtrack"", ""Moddable"", ""RPG""]",19.99,2015-11-30,Very Positive,83,88730
629760,MORDHAU,"MORDHAU is a multiplayer medieval slasher. Create your mercenary and fight in brutal battles where you will experience fast paced combat, castle sieges, cavalry charges, and more.","[""Medieval"", ""Multiplayer"", ""First-Person"", ""Swordplay"", ""Gore"", ""PvP"", ""Online Co-Op"", ""Action"", ""Fighting"", ""PvE"", ""Character Customization"", ""Hack and Slash"", ""Team-Based"", ""Third Person"", ""Realistic"", ""Competitive"", ""Historical"", ""Indie"", ""Survival"", ""FPS""]",29.99,2019-04-29,Very Positive,81,88130
466240,Deceit,"Test your instincts at trust and deception in an action-filled, multiplayer first-person shooter. You wake up in unknown surroundings to the sound of the Game Master’s unfamiliar voice, surrounded by five others. A third of your group have been infected with a virus, but who will escape?","[""PvP"", ""Multiplayer"", ""Horror"", ""Social Deduction"", ""Free to Play"", ""Choices Matter"", ""Shooter"", ""FPS"", ""First-Person"", ""Strategy"", ""Psychological Horror"", ""Funny"", ""Action"", ""Zombies"", ""Psychological"", ""Mystery"", ""Atmospheric"", ""Survival"", ""Survival Horror"", ""Co-op""]",0.0,2017-03-03,Mostly Positive,79,88084
222880,Insurgency,"Take to the streets for intense close quarters combat, where a team's survival depends upon securing crucial strongholds and destroying enemy supply in this multiplayer and cooperative Source Engine based experience.","[""FPS"", ""Realistic"", ""Tactical"", ""Multiplayer"", ""Shooter"", ""Action"", ""Military"", ""Team-Based"", ""Co-op"", ""First-Person"", ""War"", ""Strategy"", ""Online Co-Op"", ""Competitive"", ""Indie"", ""Simulation"", ""PvP"", ""Singleplayer"", ""Atmospheric"", ""Adventure""]",14.99,2014-01-22,Very Positive,91,86206
220240,Far Cry 3,Discover the dark secrets of a lawless island ruled by violence and take the fight to the enemy as you try to escape. You’ll need more than luck to escape alive!,"[""Open World"", ""FPS"", ""Action"", ""Adventure"", ""Multiplayer"", ""Shooter"", ""Stealth"", ""Co-op"", ""First-Person"", ""Hunting"", ""Singleplayer"", ""Sandbox"", ""Survival"", ""Story Rich"", ""Online Co-Op"", ""Atmospheric"", ""Nudity"", ""Crafting"", ""Colorful"", ""RPG""]",19.99,2012-12-04,Very Positive,89,82840
211820,Starbound,"You’ve fled your home, only to find yourself lost in space with a damaged ship. Your only option is to beam down to the planet below, repair your ship and set off to explore the universe...","[""Open World Survival Craft"", ""Sandbox"", ""Survival"", ""Adventure"", ""Space"", ""Crafting"", ""Online Co-Op"", ""Pixel Graphics"", ""Multiplayer"", ""Open World"", ""Relaxing"", ""Exploration"", ""Indie"", ""2D"", ""Action"", ""Building"", ""Co-op"", ""RPG"", ""Atmospheric"", ""Sci-fi""]",14.99,2016-07-22,Very Positive,91,82805
291480,Warface,"Warface is a contemporary MMO first person shooter with millions of fans around the world. It offers intense PvP modes, compelling PvE missions and raids that you can challenge with five diverse classes and a colossal customizable arsenal.","[""Free to Play"", ""FPS"", ""Realistic"", ""Multiplayer"", ""Shooter"", ""Action"", ""PvP"", ""Co-op"", ""Gun Customization"", ""Character Customization"", ""First-Person"", ""Tactical"", ""Online Co-Op"", ""Strategy"", ""Massively Multiplayer"", ""Military"", ""Team-Based"", ""Moddable"", ""Adventure"", ""Class-Based""]",0.0,2014-07-01,Mixed,67,80549
221380,Age of Empires II (2013),"Age of Empires II has been re-imagined in high definition with new features, trading cards, improved AI, workshop support, multiplayer, Steamworks integration and more!","[""Strategy"", ""RTS"", ""Medieval"", ""Multiplayer"", ""Classic"", ""Historical"", ""Base Building"", ""City Builder"", ""Resource Management"", ""Singleplayer"", ""Tactical"", ""Real-Time"", ""Co-op"", ""Competitive"", ""Replay Value"", ""Remake"", ""2D"", ""Isometric"", ""Action"", ""Adventure""]",19.99,2013-04-09,Overwhelmingly Positive,95,79956
550650,Black Squad,"Black Squad is a free-to-play military first-person-shooter. Players can master their skills and show off their strategies with a wide range of game maps, modes, and weapons to choose from. Join thousands of FPS players worldwide in one of the most played games on Steam!","[""Free to Play"", ""FPS"", ""Shooter"", ""Multiplayer"", ""Action"", ""Early Access"", ""First-Person"", ""Military"", ""PvP"", ""Singleplayer"", ""Co-op"", ""War"", ""Massively Multiplayer"", ""Tactical"", ""Team-Based"", ""Violent"", ""Open World"", ""Strategy"", ""Gore"", ""Adventure""]",0.0,2019-06-26,Mostly Positive,76,79798
823130,Totally Accurate Battlegrounds,"Grab your balloon crossbow and trusty inflatable hammer, because things are about to get wobbly! Be the last weirdo standing in the world-leading physics-based Battle Royale game.","[""Multiplayer"", ""Physics"", ""Indie"", ""Character Customization"", ""Massively Multiplayer"", ""Family Friendly"", ""Simulation"", ""Strategy"", ""Battle Royale"", ""FPS"", ""Shooter"", ""Memes"", ""Action"", ""PvP"", ""Co-op"", ""Team-Based"", ""Survival"", ""Sandbox"", ""Parody"", ""Open World""]",0.0,2018-06-05,Very Positive,88,76790
223470,POSTAL 2,"Live a week in the life of ""The Postal Dude""; a hapless everyman just trying to check off some chores. Buying milk, returning an overdue library book, getting Gary Coleman's autograph, what could possibly go wrong?","[""Violent"", ""Open World"", ""First-Person"", ""Dark Humor"", ""Mature"", ""Comedy"", ""Funny"", ""Sandbox"", ""Third Person"", ""Moddable"", ""Gore"", ""FPS"", ""Action"", ""Dark Comedy"", ""Multiplayer"", ""Shooter"", ""Singleplayer"", ""Classic"", ""Adventure"", ""Satire""]",0.99,2012-11-02,Overwhelmingly Positive,96,73455
70,Half-Life,"Named Game of the Year by over 50 publications, Valve's debut title blends action and adventure with award-winning technology to create a frighteningly realistic world where players must think to survive. Also includes an exciting multiplayer mode that allows you to play against friends and enemies around the world.","[""FPS"", ""Sci-fi"", ""Multiplayer"", ""1990's"", ""Classic"", ""Singleplayer"", ""Action"", ""Shooter"", ""First-Person"", ""Aliens"", ""Silent Protagonist"", ""Story Rich"", ""Atmospheric"", ""Moddable"", ""Adventure"", ""Retro"", ""Action-Adventure"", ""Gore"", ""Difficult"", ""PvP""]",9.99,1998-11-08,Overwhelmingly Positive,96,72475
219150,Hotline Miami,"Hotline Miami is a high-octane action game overflowing with raw brutality, hard-boiled gunplay and skull crushing close combat.","[""Great Soundtrack"", ""Violent"", ""Action"", ""Indie"", ""Top-Down"", ""Pixel Graphics"", ""1980s"", ""Fast-Paced"", ""Gore"", ""Retro"", ""Psychedelic"", ""Difficult"", ""Singleplayer"", ""Surreal"", ""Shooter"", ""2D"", ""Top-Down Shooter"", ""Atmospheric"", ""Addictive"", ""Music""]",9.99,2012-10-23,Overwhelmingly Positive,97,70877
203770,Crusader Kings II,Explore one of the defining periods in world history in an experience crafted by the masters of Grand Strategy.,"[""Grand Strategy"", ""Strategy"", ""Medieval"", ""Historical"", ""Political Sim"", ""Simulation"", ""RPG"", ""Sandbox"", ""Multiplayer"", ""Politics"", ""Diplomacy"", ""Singleplayer"", ""Replay Value"", ""Real-Time with Pause"", ""Moddable"", ""Political"", ""Free to Play"", ""Character Customization"", ""RTS"", ""Great Soundtrack""]",0.0,2012-02-14,Very Positive,90,69388
365590,Tom Clancy’s The Division™,"After a deadly pandemic sweeps through New York, it's up to Agents to save what remains. Complete missions, explore the Dark Zone, and fight back enemy factions alone or with 3 friends. Experience a full endgame offering you new PvP and PvE modes.","[""Open World"", ""Looter Shooter"", ""Multiplayer"", ""Third-Person Shooter"", ""Action"", ""Co-op"", ""Shooter"", ""RPG"", ""Online Co-Op"", ""Post-apocalyptic"", ""Survival"", ""Massively Multiplayer"", ""Tactical"", ""Third Person"", ""Singleplayer"", ""MMORPG"", ""Adventure"", ""Atmospheric"", ""FPS"", ""Stealth""]",29.99,2016-03-07,Mostly Positive,70,68663
224260,No More Room in Hell,"The chances of you surviving this all out war of society and the undead are slim to none. Already, there are millions of the walking dead shambling about, searching for food to eat. There's no known cure. One bite can possibly end it all for you. However, you aren't alone in this nightmare.","[""Free to Play"", ""Zombies"", ""Multiplayer"", ""Survival"", ""Horror"", ""Co-op"", ""Online Co-Op"", ""Action"", ""FPS"", ""First-Person"", ""Survival Horror"", ""Shooter"", ""Post-apocalyptic"", ""Open World"", ""Realistic"", ""Indie"", ""Atmospheric"", ""Mod"", ""Adventure"", ""Massively Multiplayer""]",0.0,2013-10-31,Very Positive,89,67462
397900,Business Tour - Board Game with Online Multiplayer,"""Business Tour"" is a free to play multiplayer tabletop game. Build your monopoly with friends. Complete daily tasks, compete against the other players and receive trade items rewards!","[""Board Game"", ""Free to Play"", ""Multiplayer"", ""Strategy"", ""Casual"", ""Massively Multiplayer"", ""Indie"", ""Co-op"", ""Funny"", ""Capitalism"", ""Management"", ""Online Co-Op"", ""Family Friendly"", ""Singleplayer"", ""Trading"", ""Tabletop"", ""Adventure"", ""Simulation"", ""Psychological Horror"", ""Comedy""]",0.0,2017-07-27,Mixed,61,65424
331470,Everlasting Summer,Visual novel loved by many – Everlasting Summer – now on Steam!,"[""Visual Novel"", ""Story Rich"", ""Free to Play"", ""Anime"", ""Great Soundtrack"", ""Choices Matter"", ""Mature"", ""Romance"", ""Singleplayer"", ""Nudity"", ""Multiple Endings"", ""2D"", ""Dating Sim"", ""Replay Value"", ""Mystery"", ""Adventure"", ""Comedy"", ""Indie"", ""Classic"", ""Casual""]",0.0,2014-11-19,Overwhelmingly Positive,95,64658
286690,Metro 2033 Redux,"In 2013 the world was devastated by an apocalyptic event, annihilating almost all mankind and turning the Earth's surface into a poisonous wasteland. A handful of survivors took refuge in the depths of the Moscow underground, and human civilization entered a new Dark Age. The year is 2033.","[""Post-apocalyptic"", ""FPS"", ""Atmospheric"", ""Story Rich"", ""Action"", ""Horror"", ""Singleplayer"", ""First-Person"", ""Shooter"", ""Stealth"", ""Survival Horror"", ""Based On A Novel"", ""Adventure"", ""Survival"", ""Remake"", ""Multiplayer"", ""Gore"", ""Mature"", ""Classic"", ""Open World""]",19.99,2014-08-25,Very Positive,89,63578
20920,The Witcher 2: Assassins of Kings Enhanced Edition,A time of untold chaos has come. Mighty forces clash behind the scenes in a struggle for power and influence. The Northern Kingdoms mobilize for war. But armies on the march are not enough to stop a bloody conspiracy...,"[""RPG"", ""Fantasy"", ""Mature"", ""Story Rich"", ""Choices Matter"", ""Singleplayer"", ""Third Person"", ""Adventure"", ""Nudity"", ""Dark Fantasy"", ""Multiple Endings"", ""Action"", ""Open World"", ""Atmospheric"", ""Based On A Novel"", ""Well-Written"", ""Difficult"", ""Medieval"", ""Magic"", ""Dark""]",19.99,2012-04-16,Very Positive,90,62519
282070,This War of Mine,"In This War Of Mine you do not play as an elite soldier, rather a group of civilians trying to survive in a besieged city; struggling with lack of food, medicine and constant danger from snipers and hostile scavengers. The game provides an experience of war seen from an entirely new angle.","[""Survival"", ""War"", ""Atmospheric"", ""Singleplayer"", ""Strategy"", ""Simulation"", ""Choices Matter"", ""Crafting"", ""Base Building"", ""Resource Management"", ""Story Rich"", ""Management"", ""Indie"", ""Post-apocalyptic"", ""Emotional"", ""Realistic"", ""Drama"", ""Psychological"", ""Stealth"", ""2.5D""]",19.99,2014-11-14,Very Positive,94,61816
489520,Minion Masters,"An addictive fast-paced hybrid of Card games & Tower-Defense. Play 1v1 - or bring a friend for 2v2 - and engage in epic online multiplayer battles full of innovative strategy and awesome plays! Collect 200+ cards with unique mechanics, all free!","[""Real Time Tactics"", ""RTS"", ""Multiplayer"", ""Co-op"", ""Card Battler"", ""Free to Play"", ""Strategy RPG"", ""Card Game"", ""PvP"", ""Strategy"", ""Deckbuilding"", ""PvE"", ""Tactical"", ""Competitive"", ""Online Co-Op"", ""Singleplayer"", ""Turn-Based Tactics"", ""Mouse only"", ""Tower Defense"", ""Stylized""]",0.0,2019-05-24,Very Positive,91,60906
231430,Company of Heroes 2,"Experience the ultimate WWII RTS platform with COH2 and its standalone expansions. This package includes the base game, which you can then upgrade by purchasing The Western Front Armies, Ardennes Assault and/or The British Forces. More info in the ""About This Game"" section below.","[""Strategy"", ""World War II"", ""RTS"", ""Multiplayer"", ""Tactical"", ""Historical"", ""War"", ""Military"", ""Singleplayer"", ""Co-op"", ""Online Co-Op"", ""Tanks"", ""Base Building"", ""Real-Time"", ""Action"", ""Real-Time with Pause"", ""Atmospheric"", ""Simulation"", ""Great Soundtrack"", ""Adventure""]",19.99,2013-06-24,Very Positive,80,59881
349040,NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,The latest opus in the acclaimed STORM series is taking you on a colourful and breathtaking ride. Take advantage of the totally revamped battle system and prepare to dive into the most epic fights you’ve ever seen !,"[""Anime"", ""Fighting"", ""Action"", ""Ninja"", ""Multiplayer"", ""Adventure"", ""Story Rich"", ""Singleplayer"", ""Local Multiplayer"", ""Third Person"", ""Great Soundtrack"", ""Open World"", ""Fantasy"", ""Atmospheric"", ""Co-op"", ""Online Co-Op"", ""Beat 'em up"", ""Local Co-Op"", ""Memes"", ""Heist""]",29.99,2016-02-04,Very Positive,90,59543
